CNES - Equipes de Saúde - Brasil
Quantidade por Município e Ano/mês compet.
Período:2023
"Município";"2023/Jan";"2023/Fev";"2023/Mar";"2023/Abr";"2023/Mai";"2023/Jun";"2023/Jul";"2023/Ago";"2023/Set";"2023/Out";"2023/Nov";"2023/Dez"
"315030 PIEDADE DO RIO GRANDE";4;4;4;4;4;5;5;5;5;5;5;5
"315040 PIEDADE DOS GERAIS";4;4;4;5;6;6;6;7;7;7;7;7
"315050 PIMENTA";7;7;7;7;7;7;7;7;7;7;7;7
"315053 PINGO-D'AGUA";5;5;5;6;6;7;7;7;7;7;7;7
"315057 PINTOPOLIS";7;7;7;7;7;7;7;7;7;7;7;7
"315060 PIRACEMA";7;7;7;7;7;7;7;7;7;7;7;7
"315070 PIRAJUBA";4;4;4;4;4;5;5;5;5;5;5;5
"315080 PIRANGA";16;16;17;17;17;17;17;17;17;17;17;17
"315090 PIRANGUCU";2;2;2;2;2;2;2;2;2;2;2;2
"315100 PIRANGUINHO";5;5;5;5;5;5;5;5;5;5;5;5
"315110 PIRAPETINGA";9;9;9;9;9;9;9;9;9;9;9;9
"315120 PIRAPORA";33;33;33;33;33;34;34;38;38;38;38;38
"315130 PIRAUBA";9;9;9;9;9;9;9;9;9;9;9;9
"315140 PITANGUI";19;19;19;19;19;19;19;20;20;20;20;20
"315150 PIUMHI";26;26;26;26;26;26;26;26;26;26;26;26
"315160 PLANURA";6;6;6;6;6;7;7;7;7;7;7;7
"315170 POCO FUNDO";15;15;15;15;15;15;15;15;15;15;15;15
"315180 POCOS DE CALDAS";70;70;70;70;71;77;77;77;77;77;77;77
"315190 POCRANE";6;6;6;6;6;6;6;6;7;7;7;7
"315200 POMPEU";18;18;18;18;18;18;18;18;18;18;18;18
"315210 PONTE NOVA";35;35;35;35;35;36;36;36;36;36;36;36
"315213 PONTO CHIQUE";5;5;5;5;5;5;5;5;5;5;5;5
"315217 PONTO DOS VOLANTES";12;12;12;12;12;13;13;13;13;13;13;13
"315220 PORTEIRINHA";35;35;35;37;38;38;38;38;38;38;38;38
"315230 PORTO FIRME";13;13;13;13;13;13;13;13;13;13;13;13
"315240 POTE";13;13;13;13;13;13;13;13;13;13;13;13
"315250 POUSO ALEGRE";52;53;54;54;54;54;55;55;55;55;55;55
"315260 POUSO ALTO";5;5;5;5;5;5;5;5;5;5;5;5
"315270 PRADOS";6;6;6;6;6;7;7;7;7;7;7;7
"315280 PRATA";22;22;22;22;22;22;22;22;22;22;21;22
"315290 PRATAPOLIS";9;9;9;9;9;9;9;9;9;9;9;9
"315300 PRATINHA";2;2;2;2;2;3;3;3;3;3;4;4
"315310 PRESIDENTE BERNARDES";7;7;7;7;7;7;7;7;7;7;7;7
"315320 PRESIDENTE JUSCELINO";5;5;5;5;5;5;5;5;5;5;5;5
"315330 PRESIDENTE KUBITSCHEK";3;3;3;3;3;3;3;3;3;3;3;3
"315340 PRESIDENTE OLEGARIO";13;13;14;14;14;14;14;14;14;15;15;15
"315350 ALTO JEQUITIBA";9;9;9;9;9;9;9;9;9;9;9;9
"315360 PRUDENTE DE MORAIS";6;6;6;6;6;6;6;6;6;6;6;6
"315370 QUARTEL GERAL";2;2;2;2;2;3;3;3;3;3;3;3
"315380 QUELUZITO";1;1;1;1;1;2;2;2;2;2;2;2
"315390 RAPOSOS";5;5;5;5;5;5;5;5;5;5;5;5
"315400 RAUL SOARES";18;18;18;18;18;19;19;19;19;21;21;21
"315410 RECREIO";8;8;8;8;8;8;8;8;9;9;8;8
"315415 REDUTO";7;7;7;8;8;9;9;9;9;9;9;9
"315420 RESENDE COSTA";5;6;5;5;5;5;5;5;6;6;6;6
"315430 RESPLENDOR";12;12;12;11;11;12;12;12;12;12;12;12
"315440 RESSAQUINHA";5;5;5;5;5;5;5;5;5;5;5;5
"315445 RIACHINHO";8;8;8;8;8;8;8;8;8;8;8;8
"315450 RIACHO DOS MACHADOS";9;9;9;9;9;9;9;9;9;9;9;9
"315460 RIBEIRAO DAS NEVES";86;87;87;87;87;86;86;87;87;87;87;87
"315470 RIBEIRAO VERMELHO";3;3;3;3;3;3;4;4;4;4;5;5
"315480 RIO ACIMA";4;4;4;4;4;4;4;4;4;4;4;4
"315490 RIO CASCA";12;12;12;12;13;13;13;13;13;13;13;13
"315500 RIO DOCE";3;3;3;3;3;3;3;3;3;3;3;3
"315510 RIO DO PRADO";6;6;6;6;6;6;6;6;6;6;6;6
"315520 RIO ESPERA";6;6;6;6;6;6;6;6;6;6;6;6
"315530 RIO MANSO";5;5;5;5;5;5;5;5;5;5;5;5
"315540 RIO NOVO";7;7;7;7;7;7;7;7;7;7;7;7
"315550 RIO PARANAIBA";10;10;10;10;10;10;10;10;10;10;10;10
"315560 RIO PARDO DE MINAS";27;27;26;26;26;27;27;27;30;30;30;30
"315570 RIO PIRACICABA";10;10;10;10;10;13;13;13;13;13;13;13
"315580 RIO POMBA";10;10;10;10;10;10;9;9;10;10;10;10
"315590 RIO PRETO";4;4;4;4;4;4;5;6;6;6;6;6
"315600 RIO VERMELHO";10;10;10;10;10;10;10;10;10;10;10;11
"315610 RITAPOLIS";4;4;4;4;4;7;7;7;7;7;7;7
"315620 ROCHEDO DE MINAS";3;3;3;3;3;3;3;3;3;3;3;3
"315630 RODEIRO";7;7;7;7;7;7;7;7;7;7;7;7
"315640 ROMARIA";3;3;3;3;3;3;3;3;3;3;3;3
"315645 ROSARIO DA LIMEIRA";5;5;5;5;5;5;5;5;5;5;5;5
"315650 RUBELITA";9;9;9;9;9;9;9;9;9;9;9;9
"315660 RUBIM";9;9;8;8;9;9;9;9;9;9;9;9
"315670 SABARA";48;48;48;50;50;53;53;53;53;53;53;53
"315680 SABINOPOLIS";12;12;12;12;12;12;12;12;12;12;12;12
"315690 SACRAMENTO";21;21;21;21;21;23;23;26;25;25;25;25
"315700 SALINAS";32;32;32;32;33;34;34;34;34;34;34;34
"315710 SALTO DA DIVISA";6;6;6;6;6;6;6;5;5;5;6;6
"315720 SANTA BARBARA";21;21;21;22;22;22;22;22;22;22;22;22
"315725 SANTA BARBARA DO LESTE";7;7;7;7;8;8;8;8;8;8;8;8
"315727 SANTA BARBARA DO MONTE VERDE";2;2;2;2;2;3;4;4;3;3;3;3
"315730 SANTA BARBARA DO TUGURIO";5;5;5;5;5;5;5;5;5;5;5;5
"315733 SANTA CRUZ DE MINAS";5;5;5;5;5;5;5;5;5;5;5;5
"315737 SANTA CRUZ DE SALINAS";5;5;5;5;5;5;5;5;5;5;5;5
"315740 SANTA CRUZ DO ESCALVADO";5;5;5;5;5;5;5;5;5;5;5;5
"315750 SANTA EFIGENIA DE MINAS";4;4;4;4;4;4;4;4;4;4;4;4
"315760 SANTA FE DE MINAS";5;5;5;5;5;5;5;5;5;5;5;5
"315765 SANTA HELENA DE MINAS";7;7;7;7;7;8;8;8;8;8;8;8
"315770 SANTA JULIANA";7;7;7;7;7;7;7;7;7;7;7;7
"315780 SANTA LUZIA";76;76;76;80;80;80;80;80;80;80;81;81
"315790 SANTA MARGARIDA";12;12;12;12;12;12;12;12;12;12;12;12
"315800 SANTA MARIA DE ITABIRA";7;7;7;7;7;7;7;7;7;7;7;7
"315810 SANTA MARIA DO SALTO";5;5;5;5;5;5;5;5;5;5;5;5
"315820 SANTA MARIA DO SUACUI";13;13;13;13;14;14;14;14;14;14;14;14
"315830 SANTANA DA VARGEM";7;7;7;7;7;7;7;7;7;7;7;7
"315840 SANTANA DE CATAGUASES";5;5;5;5;5;5;5;5;5;5;5;5
"315850 SANTANA DE PIRAPAMA";7;7;7;7;7;7;7;8;8;8;8;8
"315860 SANTANA DO DESERTO";3;3;3;3;3;3;3;3;3;3;3;3
"315870 SANTANA DO GARAMBEU";2;2;2;2;2;3;3;3;3;3;3;3
"315880 SANTANA DO JACARE";4;4;4;4;4;4;5;5;5;5;5;5
"315890 SANTANA DO MANHUACU";8;8;8;8;8;8;8;8;8;8;8;8
"315895 SANTANA DO PARAISO";18;18;18;18;18;18;18;18;18;18;18;18
"315900 SANTANA DO RIACHO";5;5;5;5;5;5;5;5;5;5;5;5
"315910 SANTANA DOS MONTES";5;5;5;5;5;5;5;5;5;5;5;5
"315920 SANTA RITA DE CALDAS";8;8;8;8;8;10;10;10;10;10;10;10
"315930 SANTA RITA DE JACUTINGA";5;5;5;5;5;5;5;5;5;5;5;5
"315935 SANTA RITA DE MINAS";7;7;7;7;7;7;7;7;7;7;7;7
"315940 SANTA RITA DE IBITIPOCA";5;5;5;5;5;5;5;5;5;5;5;5
"315950 SANTA RITA DO ITUETO";7;7;7;7;7;8;8;8;8;8;8;8
"315960 SANTA RITA DO SAPUCAI";21;21;21;21;20;19;19;19;19;19;19;19
"315970 SANTA ROSA DA SERRA";3;3;3;3;3;3;3;3;3;3;3;3
"315980 SANTA VITORIA";15;15;15;15;15;15;15;15;15;15;15;15
"315990 SANTO ANTONIO DO AMPARO";15;15;15;15;15;15;15;15;15;15;15;15
"316000 SANTO ANTONIO DO AVENTUREIRO";4;4;4;4;4;4;4;4;4;4;4;4
"316010 SANTO ANTONIO DO GRAMA";5;5;5;5;5;5;5;5;5;5;5;5
"316020 SANTO ANTONIO DO ITAMBE";4;4;4;4;4;4;4;4;4;4;4;4
"316030 SANTO ANTONIO DO JACINTO";12;12;12;12;13;14;14;14;14;14;14;14
"316040 SANTO ANTONIO DO MONTE";27;27;27;27;27;27;27;27;27;27;27;27
"316045 SANTO ANTONIO DO RETIRO";9;9;9;9;9;9;9;9;9;9;9;9
"316050 SANTO ANTONIO DO RIO ABAIXO";2;2;2;2;2;2;3;3;3;3;3;3
"316060 SANTO HIPOLITO";4;4;4;4;4;4;4;4;4;4;4;4
"316070 SANTOS DUMONT";21;20;20;20;20;20;20;20;20;20;20;20
"316080 SAO BENTO ABADE";5;5;5;5;6;6;6;6;6;6;6;6
"316090 SAO BRAS DO SUACUI";4;4;4;4;4;6;6;6;6;6;6;6
"316095 SAO DOMINGOS DAS DORES";5;5;5;5;5;6;6;6;6;6;6;6
"316100 SAO DOMINGOS DO PRATA";9;9;10;10;11;11;11;11;11;11;11;11
"316105 SAO FELIX DE MINAS";5;5;5;5;5;5;5;5;5;5;5;5
"316110 SAO FRANCISCO";28;28;28;28;32;32;32;32;32;33;33;33
"316120 SAO FRANCISCO DE PAULA";7;7;7;7;7;7;7;7;7;7;7;7
"316130 SAO FRANCISCO DE SALES";2;2;2;2;2;3;3;3;5;5;5;5
"316140 SAO FRANCISCO DO GLORIA";7;7;7;7;7;7;7;7;7;7;7;7
"316150 SAO GERALDO";8;8;8;8;8;11;11;12;12;12;12;12
"316160 SAO GERALDO DA PIEDADE";5;4;4;4;4;4;4;4;4;4;4;4
"316165 SAO GERALDO DO BAIXIO";5;5;5;5;5;5;5;5;5;5;5;5
"316170 SAO GONCALO DO ABAETE";7;7;7;7;7;7;7;7;7;7;7;7
"316180 SAO GONCALO DO PARA";8;8;8;8;9;9;9;9;9;9;9;9
"316190 SAO GONCALO DO RIO ABAIXO";10;10;10;10;10;11;11;11;11;11;11;11
"316200 SAO GONCALO DO SAPUCAI";10;10;10;10;10;14;14;14;14;14;14;14
"316210 SAO GOTARDO";27;27;27;27;27;28;28;28;28;28;28;28
"316220 SAO JOAO BATISTA DO GLORIA";5;5;5;5;5;6;6;6;6;6;6;6
"316225 SAO JOAO DA LAGOA";4;4;4;4;4;4;4;4;4;4;4;4
"316230 SAO JOAO DA MATA";3;3;3;3;3;3;3;3;3;3;3;3
"316240 SAO JOAO DA PONTE";28;28;28;28;29;29;28;28;28;28;28;28
"316245 SAO JOAO DAS MISSOES";14;14;14;14;14;15;15;15;15;15;15;15
"316250 SAO JOAO DEL REI";19;19;19;19;19;20;20;20;22;23;23;23
"316255 SAO JOAO DO MANHUACU";8;8;8;8;8;8;8;8;8;8;8;8
"316257 SAO JOAO DO MANTENINHA";7;7;7;7;7;7;7;7;7;7;7;7
"316260 SAO JOAO DO ORIENTE";9;9;9;9;9;9;9;9;9;9;9;9
"316265 SAO JOAO DO PACUI";5;5;5;5;5;5;5;5;5;5;5;5
"316270 SAO JOAO DO PARAISO";21;21;21;21;21;22;22;23;23;23;23;23
"316280 SAO JOAO EVANGELISTA";13;13;13;13;13;14;14;14;14;14;14;14
"316290 SAO JOAO NEPOMUCENO";10;10;10;10;10;10;10;10;10;10;9;9
"316292 SAO JOAQUIM DE BICAS";22;22;22;22;22;22;22;22;23;23;23;23
"316294 SAO JOSE DA BARRA";7;7;7;7;7;7;7;7;7;7;7;7
"316295 SAO JOSE DA LAPA";11;11;11;11;12;12;12;12;12;12;12;12
"316300 SAO JOSE DA SAFIRA";5;5;5;5;5;5;5;5;5;5;5;5
"316310 SAO JOSE DA VARGINHA";5;5;5;5;5;5;5;5;5;4;4;4
"316320 SAO JOSE DO ALEGRE";3;3;3;3;3;3;3;3;3;3;3;3
"316330 SAO JOSE DO DIVINO";5;5;5;5;5;5;5;5;5;5;5;5
"316340 SAO JOSE DO GOIABAL";5;5;5;5;5;5;5;5;5;5;5;5
"316350 SAO JOSE DO JACURI";6;6;6;6;6;6;6;6;6;6;6;6
"316360 SAO JOSE DO MANTIMENTO";2;2;2;2;2;2;2;2;2;2;3;3
"316370 SAO LOURENCO";23;23;23;23;24;24;24;24;24;24;24;24
"316380 SAO MIGUEL DO ANTA";6;6;6;6;7;7;7;7;7;7;7;7
"316390 SAO PEDRO DA UNIAO";5;5;5;5;5;5;5;5;5;5;5;5
"316400 SAO PEDRO DOS FERROS";7;7;7;7;7;7;7;7;7;7;7;7
"316410 SAO PEDRO DO SUACUI";7;7;7;7;7;7;7;7;7;7;7;7
"316420 SAO ROMAO";10;10;10;10;10;10;10;10;10;10;10;12
"316430 SAO ROQUE DE MINAS";4;4;4;4;4;4;4;4;4;4;4;4
"316440 SAO SEBASTIAO DA BELA VISTA";3;3;3;3;3;3;3;3;3;3;3;3
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";3;3;3;3;3;4;4;4;4;4;4;4
"316447 SAO SEBASTIAO DO ANTA";5;5;5;5;5;5;5;5;5;5;5;5
"316450 SAO SEBASTIAO DO MARANHAO";8;8;8;8;9;10;10;10;10;10;10;10
"316460 SAO SEBASTIAO DO OESTE";6;6;6;6;6;6;7;7;7;7;7;7
"316470 SAO SEBASTIAO DO PARAISO";38;38;38;38;40;48;48;48;48;48;48;48
"316480 SAO SEBASTIAO DO RIO PRETO";2;2;2;2;2;3;3;3;3;3;3;3
"316490 SAO SEBASTIAO DO RIO VERDE";2;2;2;2;3;3;3;3;3;3;3;3
"316500 SAO TIAGO";6;6;6;6;6;6;6;6;6;6;6;6
"316510 SAO TOMAS DE AQUINO";7;7;7;7;7;7;7;7;7;7;7;7
"316520 SAO THOME DAS LETRAS";7;7;7;7;7;7;7;7;7;7;7;7
"316530 SAO VICENTE DE MINAS";8;8;8;8;8;8;8;8;8;8;8;8
"316540 SAPUCAI-MIRIM";3;3;3;3;3;3;3;3;3;3;3;3
"316550 SARDOA";4;4;2;4;4;4;4;4;4;4;4;4
"316553 SARZEDO";23;23;23;23;23;23;23;23;23;23;23;23
"316555 SETUBINHA";8;8;8;8;8;9;9;9;9;9;9;9
"316556 SEM-PEIXE";2;2;2;2;2;2;2;2;2;2;2;2
"316557 SENADOR AMARAL";3;3;3;3;3;3;3;3;3;3;3;3
"316560 SENADOR CORTES";2;2;2;2;2;2;2;2;2;2;2;3
"316570 SENADOR FIRMINO";8;8;8;8;8;8;8;8;8;8;8;8
"316580 SENADOR JOSE BENTO";3;3;3;3;3;3;3;3;3;3;3;3
"316590 SENADOR MODESTINO GONCALVES";4;4;4;4;4;4;4;4;4;4;4;4
"316600 SENHORA DE OLIVEIRA";7;7;7;7;7;7;7;7;7;7;7;7
"316610 SENHORA DO PORTO";5;5;5;5;5;6;6;6;6;6;6;6
"316620 SENHORA DOS REMEDIOS";9;9;9;9;9;9;9;9;9;9;9;9
"316630 SERICITA";6;6;6;6;6;6;6;6;6;6;6;6
"316640 SERITINGA";3;3;3;3;3;3;3;3;3;3;3;3
"316650 SERRA AZUL DE MINAS";5;5;5;5;5;5;5;5;5;5;5;5
"316660 SERRA DA SAUDADE";3;3;3;3;3;3;3;3;3;3;3;3
"316670 SERRA DOS AIMORES";7;7;7;7;7;7;7;7;7;7;7;7
"316680 SERRA DO SALITRE";8;8;8;8;10;10;10;10;10;10;10;10
"316690 SERRANIA";7;7;7;7;7;7;7;7;7;7;7;7
"316695 SERRANOPOLIS DE MINAS";5;5;5;5;5;5;5;5;5;5;5;5
"316700 SERRANOS";3;3;3;3;3;3;3;3;3;3;3;3
"316710 SERRO";20;20;20;20;20;22;22;22;22;22;22;22
"316720 SETE LAGOAS";90;90;90;90;96;102;102;102;102;102;102;102
"316730 SILVEIRANIA";3;3;3;3;3;3;3;3;3;3;3;3
"316740 SILVIANOPOLIS";4;4;4;4;4;5;5;5;5;5;5;5
"316750 SIMAO PEREIRA";2;2;2;2;2;2;2;2;2;2;2;2
"316760 SIMONESIA";17;17;17;19;19;19;19;19;19;19;19;19
"316770 SOBRALIA";7;7;7;7;7;7;7;7;7;7;7;7
"316780 SOLEDADE DE MINAS";3;3;3;4;4;4;4;4;4;4;4;4
"316790 TABULEIRO";5;5;5;5;5;5;5;5;5;5;5;5
"316800 TAIOBEIRAS";38;38;38;38;38;39;39;40;40;40;40;40
"316805 TAPARUBA";5;5;5;5;5;5;5;5;5;5;5;5
"316810 TAPIRA";2;2;2;2;2;3;3;3;3;3;3;3
"316820 TAPIRAI";2;2;2;2;2;3;3;3;3;3;3;3
"316830 TAQUARACU DE MINAS";3;3;3;3;3;3;3;3;3;3;3;3
"316840 TARUMIRIM";14;14;14;14;14;14;14;14;14;14;14;14
"316850 TEIXEIRAS";9;9;9;9;11;11;11;11;11;11;11;11
"316860 TEOFILO OTONI";67;67;67;69;71;74;74;74;74;74;75;76
"316870 TIMOTEO";23;23;23;23;23;25;27;27;27;27;27;27
"316880 TIRADENTES";5;5;5;5;5;7;7;7;7;7;7;7
"316890 TIROS";6;6;6;6;6;6;6;6;6;6;6;6
"316900 TOCANTINS";8;8;8;8;8;10;12;11;12;12;12;12
"316905 TOCOS DO MOJI";2;2;2;2;2;2;2;2;2;2;2;2
"316910 TOLEDO";4;4;4;4;4;5;5;5;5;5;5;5
"316920 TOMBOS";8;8;8;8;8;8;8;8;8;8;8;8
"316930 TRES CORACOES";32;32;32;32;33;33;33;33;33;33;33;33
"316935 TRES MARIAS";13;13;12;13;14;16;17;17;17;17;16;16
"316940 TRES PONTAS";15;15;15;15;15;22;26;26;26;26;26;27
"316950 TUMIRITINGA";7;7;7;7;7;7;7;7;7;7;7;7
"316960 TUPACIGUARA";15;14;14;14;14;15;15;15;16;16;16;16
"316970 TURMALINA";20;20;20;20;20;20;20;20;20;20;20;20
"316980 TURVOLANDIA";6;6;6;6;6;6;6;6;6;6;7;7
"316990 UBA";34;34;34;34;34;34;34;34;35;35;36;36
"317000 UBAI";12;12;12;12;12;13;13;13;13;13;13;13
"317005 UBAPORANGA";9;9;9;9;9;11;12;12;12;12;12;12
"317010 UBERABA";121;121;121;121;122;125;125;125;129;129;130;131
"317020 UBERLANDIA";278;278;278;278;282;309;309;309;309;309;307;308
"317030 UMBURATIBA";3;3;3;3;3;3;3;3;3;3;3;3
"317040 UNAI";25;26;26;26;26;34;34;34;34;34;34;34
"317043 UNIAO DE MINAS";3;3;3;3;3;3;3;3;4;4;4;4
"317047 URUANA DE MINAS";4;4;4;4;4;3;4;4;4;4;4;4
"317050 URUCANIA";9;9;9;9;9;9;9;9;9;9;9;9
"317052 URUCUIA";10;10;10;10;10;10;10;10;12;12;12;12
"317057 VARGEM ALEGRE";6;6;6;6;6;6;6;6;6;6;6;6
"317060 VARGEM BONITA";3;3;3;3;3;3;3;3;3;3;3;3
"317065 VARGEM GRANDE DO RIO PARDO";7;7;7;7;7;7;7;7;7;7;7;7
"317070 VARGINHA";51;51;51;51;51;57;57;57;57;57;57;56
"317075 VARJAO DE MINAS";4;4;4;4;5;5;4;4;4;5;5;5
"317080 VARZEA DA PALMA";28;28;28;28;28;29;29;29;29;29;29;29
"317090 VARZELANDIA";20;20;20;20;20;20;22;22;22;22;22;22
"317100 VAZANTE";15;15;15;15;15;15;15;15;15;15;15;15
"317103 VERDELANDIA";9;9;9;9;11;11;11;11;11;11;11;11
"317107 VEREDINHA";7;7;7;7;7;7;7;7;7;7;7;7
"317110 VERISSIMO";3;3;3;3;3;3;3;3;3;3;3;3
"317115 VERMELHO NOVO";5;5;5;5;5;5;5;5;5;5;5;5
"317120 VESPASIANO";41;41;41;41;41;42;43;43;44;44;44;44
"317130 VICOSA";43;43;43;42;42;43;43;43;43;43;43;43
"317140 VIEIRAS";5;5;5;5;5;5;5;5;5;5;5;5
"317150 MATHIAS LOBATO";4;4;4;4;4;5;3;4;4;4;4;4
"317160 VIRGEM DA LAPA";11;11;11;11;11;11;11;11;13;13;13;13
"317170 VIRGINIA";5;5;5;5;6;6;6;6;6;6;6;6
"317180 VIRGINOPOLIS";8;8;8;8;8;9;9;9;9;9;9;10
"317190 VIRGOLANDIA";8;8;8;8;8;8;8;8;8;8;8;8
"317200 VISCONDE DO RIO BRANCO";23;23;23;23;23;24;24;24;24;24;24;24
"317210 VOLTA GRANDE";6;6;6;6;6;6;6;6;6;6;6;6
"317220 WENCESLAU BRAZ";1;1;1;1;1;1;1;1;1;1;1;1
"320010 AFONSO CLAUDIO";22;22;22;22;22;24;24;24;24;24;24;26
"320013 AGUIA BRANCA";9;9;9;9;9;10;10;10;10;10;10;10
"320016 AGUA DOCE DO NORTE";9;9;9;9;9;11;11;11;11;11;11;11
"320020 ALEGRE";10;10;10;10;10;10;10;12;12;12;12;12
"320030 ALFREDO CHAVES";12;12;12;12;12;12;12;12;12;12;12;12
"320035 ALTO RIO NOVO";8;8;8;8;8;8;8;8;8;8;8;8
"320040 ANCHIETA";26;26;26;26;26;26;26;26;26;26;26;26
"320050 APIACA";7;7;7;7;8;8;8;8;10;10;11;11
"320060 ARACRUZ";51;51;51;51;51;58;58;62;62;62;64;65
"320070 ATILIO VIVACQUA";12;12;12;12;12;12;12;12;12;12;12;12
"320080 BAIXO GUANDU";25;25;25;25;25;25;25;25;25;25;25;25
"320090 BARRA DE SAO FRANCISCO";26;26;27;28;28;28;28;28;34;34;34;35
"320100 BOA ESPERANCA";13;13;13;13;13;13;13;13;13;13;13;13
"320110 BOM JESUS DO NORTE";5;5;5;5;5;5;5;5;5;5;5;5
"320115 BREJETUBA";11;11;11;11;11;11;11;11;12;12;12;12
"320120 CACHOEIRO DE ITAPEMIRIM";76;76;76;76;80;83;83;84;84;84;83;83
"320130 CARIACICA";171;171;171;171;173;173;173;174;179;179;179;180
"320140 CASTELO";27;27;27;27;27;27;27;27;27;27;29;29
"320150 COLATINA";66;66;66;70;70;70;69;70;70;71;75;77
"320160 CONCEICAO DA BARRA";18;18;18;18;18;18;20;20;20;20;20;20
"320170 CONCEICAO DO CASTELO";5;5;5;9;9;9;9;9;9;9;10;10
"320180 DIVINO DE SAO LOURENCO";5;5;5;5;5;5;5;5;5;5;5;5
"320190 DOMINGOS MARTINS";16;16;16;16;17;17;17;17;17;17;17;17
"320200 DORES DO RIO PRETO";7;7;7;7;7;7;7;7;7;7;7;7
"320210 ECOPORANGA";18;18;18;18;18;18;18;18;18;18;18;18
"320220 FUNDAO";9;9;9;9;9;10;13;13;13;13;13;13
"320225 GOVERNADOR LINDENBERG";9;9;9;9;9;9;9;9;9;9;9;9
"320230 GUACUI";23;23;23;23;23;23;23;23;23;23;23;23
"320240 GUARAPARI";46;47;47;47;48;53;54;54;54;54;54;55
"320245 IBATIBA";9;9;9;9;9;9;9;9;9;9;9;9
"320250 IBIRACU";8;8;8;8;8;8;8;8;8;8;8;8
"320255 IBITIRAMA";8;8;8;8;8;8;8;8;8;8;8;8
"320260 ICONHA";13;13;13;13;13;13;13;14;14;14;14;14
"320265 IRUPI";11;11;11;11;11;11;12;12;12;12;12;12
"320270 ITAGUACU";11;11;11;11;11;11;11;11;11;11;11;11
"320280 ITAPEMIRIM";19;19;19;19;19;22;22;22;24;24;24;24
"320290 ITARANA";11;11;11;11;11;11;11;11;11;11;11;11
"320300 IUNA";23;23;23;23;23;23;23;23;23;23;23;23
"320305 JAGUARE";19;19;19;19;18;19;22;22;22;22;22;22
"320310 JERONIMO MONTEIRO";9;9;9;9;9;9;9;9;9;9;9;9
"320313 JOAO NEIVA";11;11;11;11;11;10;10;10;11;11;11;11
"320316 LARANJA DA TERRA";9;9;9;9;9;12;12;12;14;14;14;14
"320320 LINHARES";81;80;80;80;80;80;80;47;79;78;78;79
"320330 MANTENOPOLIS";10;10;10;10;10;10;10;10;10;10;10;10
"320332 MARATAIZES";36;36;36;36;36;36;37;37;37;37;37;37
"320334 MARECHAL FLORIANO";13;13;13;13;13;13;13;13;13;13;13;13
"320335 MARILANDIA";15;15;15;15;15;15;15;15;15;15;15;15
"320340 MIMOSO DO SUL";26;26;26;26;26;27;27;27;27;27;27;27
"320350 MONTANHA";16;16;16;16;17;20;20;20;20;20;20;20
"320360 MUCURICI";6;6;6;6;6;6;6;7;7;7;7;7
"320370 MUNIZ FREIRE";14;14;14;14;14;14;14;14;14;14;14;14
"320380 MUQUI";12;12;12;12;12;12;12;12;12;12;12;12
"320390 NOVA VENECIA";27;27;27;28;28;28;28;28;28;28;28;28
"320400 PANCAS";16;16;16;16;16;17;17;17;17;17;17;17
"320405 PEDRO CANARIO";13;13;14;14;14;14;14;15;15;15;17;17
"320410 PINHEIROS";16;16;16;16;16;16;16;16;16;16;16;16
"320420 PIUMA";17;17;17;17;18;19;19;19;21;21;21;21
"320425 PONTO BELO";6;6;6;6;6;7;10;8;8;8;8;8
"320430 PRESIDENTE KENNEDY";14;14;14;14;14;14;15;15;15;15;15;15
"320435 RIO BANANAL";10;10;10;10;10;10;10;10;10;10;10;10
"320440 RIO NOVO DO SUL";11;11;11;11;11;11;11;11;11;11;11;11
"320450 SANTA LEOPOLDINA";7;7;7;7;7;9;9;9;9;9;9;9
"320455 SANTA MARIA DE JETIBA";33;33;33;36;36;39;39;39;39;39;39;39
"320460 SANTA TERESA";21;21;21;21;21;22;22;22;22;22;22;22
"320465 SAO DOMINGOS DO NORTE";7;7;7;7;7;7;7;7;7;7;7;7
"320470 SAO GABRIEL DA PALHA";16;16;16;16;16;16;17;17;19;19;19;19
"320480 SAO JOSE DO CALCADO";7;7;7;7;7;7;7;7;7;7;7;7
"320490 SAO MATEUS";57;57;57;57;57;57;56;56;56;56;56;56
"320495 SAO ROQUE DO CANAA";8;8;8;9;9;9;9;9;9;9;9;9
"320500 SERRA";156;156;156;156;155;156;156;156;156;156;156;156
"320501 SOORETAMA";14;14;14;14;14;14;14;14;15;15;14;14
"320503 VARGEM ALTA";13;13;13;13;13;13;13;13;13;13;13;13
"320506 VENDA NOVA DO IMIGRANTE";17;17;17;17;19;19;19;19;19;19;19;19
"320510 VIANA";45;45;46;46;46;52;52;52;52;52;53;53
"320515 VILA PAVAO";6;6;6;6;6;6;6;7;7;7;7;7
"320517 VILA VALERIO";4;6;6;6;5;5;5;5;5;5;5;5
"320520 VILA VELHA";174;172;173;175;175;175;175;189;195;198;198;197
"320530 VITORIA";220;220;219;219;234;235;235;235;235;235;234;235
"330010 ANGRA DOS REIS";114;114;114;114;115;114;114;113;114;114;114;115
"330015 APERIBE";8;8;8;8;8;8;8;8;8;8;8;8
"330020 ARARUAMA";37;37;40;41;42;42;42;42;42;42;42;42
"330022 AREAL";12;12;12;12;12;12;12;12;12;12;12;12
"330023 ARMACAO DOS BUZIOS";31;31;31;31;31;31;31;31;31;31;31;31
